MakerSalesID,Maker,RawCategory,Year,Sales,CategoryGroup
8660,OKINAWA AUTOTECH PVT LTD,3W,2024,0,3W
8661,OKINAWA AUTOTECH PVT LTD,LMV,2015,0,4W
8662,OKINAWA AUTOTECH PVT LTD,LMV,2016,0,4W
8663,OKINAWA AUTOTECH PVT LTD,LMV,2017,0,4W
8664,OKINAWA AUTOTECH PVT LTD,LMV,2018,1,4W
8665,OKINAWA AUTOTECH PVT LTD,LMV,2019,1,4W
8666,OKINAWA AUTOTECH PVT LTD,LMV,2020,0,4W
8667,OKINAWA AUTOTECH PVT LTD,LMV,2021,0,4W
8668,OKINAWA AUTOTECH PVT LTD,LMV,2022,0,4W
8669,OKINAWA AUTOTECH PVT LTD,LMV,2023,0,4W
8670,OKINAWA AUTOTECH PVT LTD,LMV,2024,0,4W
8671,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2015,0,2W
8672,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2016,0,2W
8673,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2017,0,2W
8674,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2018,0,2W
8675,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2019,0,2W
8676,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2020,0,2W
8677,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2021,240,2W
8678,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2022,109398,2W
8679,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2023,267355,2W
8680,OLA ELECTRIC TECHNOLOGIES PVT LTD,2W,2024,211273,2W
8681,OLECTRA GREENTECH LTD,LMV,2015,0,4W
8682,OLECTRA GREENTECH LTD,LMV,2016,0,4W
8683,OLECTRA GREENTECH LTD,LMV,2017,0,4W
8684,OLECTRA GREENTECH LTD,LMV,2018,0,4W
8685,OLECTRA GREENTECH LTD,LMV,2019,0,4W
8686,OLECTRA GREENTECH LTD,LMV,2020,0,4W
8687,OLECTRA GREENTECH LTD,LMV,2021,1,4W
8688,OLECTRA GREENTECH LTD,LMV,2022,0,4W
8689,OLECTRA GREENTECH LTD,LMV,2023,0,4W
8690,OLECTRA GREENTECH LTD,LMV,2024,0,4W
8691,OLECTRA GREENTECH LTD,MMV,2015,0,Other
8692,OLECTRA GREENTECH LTD,MMV,2016,0,Other
8693,OLECTRA GREENTECH LTD,MMV,2017,0,Other
8694,OLECTRA GREENTECH LTD,MMV,2018,1,Other
8695,OLECTRA GREENTECH LTD,MMV,2019,11,Other
8696,OLECTRA GREENTECH LTD,MMV,2020,7,Other
8697,OLECTRA GREENTECH LTD,MMV,2021,0,Other
8698,OLECTRA GREENTECH LTD,MMV,2022,3,Other
8699,OLECTRA GREENTECH LTD,MMV,2023,12,Other
8700,OLECTRA GREENTECH LTD,MMV,2024,0,Other
8701,OLYMPUS INDUSTRIES PVT LTD,3W,2015,0,3W
8702,OLYMPUS INDUSTRIES PVT LTD,3W,2016,0,3W
8703,OLYMPUS INDUSTRIES PVT LTD,3W,2017,0,3W
8704,OLYMPUS INDUSTRIES PVT LTD,3W,2018,3,3W
8705,OLYMPUS INDUSTRIES PVT LTD,3W,2019,51,3W
8706,OLYMPUS INDUSTRIES PVT LTD,3W,2020,5,3W
8707,OLYMPUS INDUSTRIES PVT LTD,3W,2021,10,3W
8708,OLYMPUS INDUSTRIES PVT LTD,3W,2022,0,3W
8709,OLYMPUS INDUSTRIES PVT LTD,3W,2023,0,3W
8710,OLYMPUS INDUSTRIES PVT LTD,3W,2024,0,3W
8711,OLYMPUS INDUSTRIES PVT LTD,MMV,2015,0,Other
8712,OLYMPUS INDUSTRIES PVT LTD,MMV,2016,0,Other
8713,OLYMPUS INDUSTRIES PVT LTD,MMV,2017,0,Other
8714,OLYMPUS INDUSTRIES PVT LTD,MMV,2018,1,Other
8715,OLYMPUS INDUSTRIES PVT LTD,MMV,2019,0,Other
8716,OLYMPUS INDUSTRIES PVT LTD,MMV,2020,0,Other
8717,OLYMPUS INDUSTRIES PVT LTD,MMV,2021,0,Other
8718,OLYMPUS INDUSTRIES PVT LTD,MMV,2022,0,Other
8719,OLYMPUS INDUSTRIES PVT LTD,MMV,2023,0,Other
8720,OLYMPUS INDUSTRIES PVT LTD,MMV,2024,0,Other
8721,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2015,0,2W
8722,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2016,0,2W
8723,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2017,0,2W
8724,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2018,0,2W
8725,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2019,0,2W
8726,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2020,0,2W
8727,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2021,1,2W
8728,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2022,0,2W
8729,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2023,0,2W
8730,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2W,2024,0,2W
8731,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2015,0,3W
8732,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2016,389,3W
8733,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2017,1079,3W
8734,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2018,1701,3W
8735,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2019,1610,3W
8736,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2020,672,3W
8737,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2021,1448,3W
8738,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2022,2930,3W
8739,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2023,3304,3W
8740,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3W,2024,1461,3W
8741,OM BALAJI AUTOMOBILES I P LTD,3W,2015,0,3W
8742,OM BALAJI AUTOMOBILES I P LTD,3W,2016,340,3W
8743,OM BALAJI AUTOMOBILES I P LTD,3W,2017,241,3W
8744,OM BALAJI AUTOMOBILES I P LTD,3W,2018,145,3W
8745,OM BALAJI AUTOMOBILES I P LTD,3W,2019,83,3W
8746,OM BALAJI AUTOMOBILES I P LTD,3W,2020,54,3W
8747,OM BALAJI AUTOMOBILES I P LTD,3W,2021,24,3W
8748,OM BALAJI AUTOMOBILES I P LTD,3W,2022,16,3W
8749,OM BALAJI AUTOMOBILES I P LTD,3W,2023,9,3W
8750,OM BALAJI AUTOMOBILES I P LTD,3W,2024,0,3W
8751,OM INDUSTRIES,3W,2015,0,3W
8752,OM INDUSTRIES,3W,2016,0,3W
8753,OM INDUSTRIES,3W,2017,0,3W
8754,OM INDUSTRIES,3W,2018,35,3W
8755,OM INDUSTRIES,3W,2019,12,3W
8756,OM INDUSTRIES,3W,2020,1,3W
8757,OM INDUSTRIES,3W,2021,0,3W
8758,OM INDUSTRIES,3W,2022,0,3W
8759,OM INDUSTRIES,3W,2023,44,3W
8760,OM INDUSTRIES,3W,2024,768,3W
8761,OM PACKAGING,3W,2015,0,3W
8762,OM PACKAGING,3W,2016,0,3W
8763,OM PACKAGING,3W,2017,0,3W
8764,OM PACKAGING,3W,2018,4,3W
8765,OM PACKAGING,3W,2019,29,3W
8766,OM PACKAGING,3W,2020,13,3W
8767,OM PACKAGING,3W,2021,6,3W
8768,OM PACKAGING,3W,2022,15,3W
8769,OM PACKAGING,3W,2023,0,3W
8770,OM PACKAGING,3W,2024,0,3W
8771,OM RAJ AUTOTECH LLP,3W,2015,0,3W
8772,OM RAJ AUTOTECH LLP,3W,2016,0,3W
8773,OM RAJ AUTOTECH LLP,3W,2017,0,3W
8774,OM RAJ AUTOTECH LLP,3W,2018,27,3W
8775,OM RAJ AUTOTECH LLP,3W,2019,388,3W
8776,OM RAJ AUTOTECH LLP,3W,2020,345,3W
8777,OM RAJ AUTOTECH LLP,3W,2021,795,3W
8778,OM RAJ AUTOTECH LLP,3W,2022,1167,3W
8779,OM RAJ AUTOTECH LLP,3W,2023,1203,3W
8780,OM RAJ AUTOTECH LLP,3W,2024,550,3W
8781,OM. INDUSTRIES,3W,2015,0,3W
8782,OM. INDUSTRIES,3W,2016,0,3W
8783,OM. INDUSTRIES,3W,2017,0,3W
8784,OM. INDUSTRIES,3W,2018,0,3W
8785,OM. INDUSTRIES,3W,2019,5,3W
8786,OM. INDUSTRIES,3W,2020,3,3W
8787,OM. INDUSTRIES,3W,2021,4,3W
8788,OM. INDUSTRIES,3W,2022,1,3W
8789,OM. INDUSTRIES,3W,2023,0,3W
8790,OM. INDUSTRIES,3W,2024,0,3W
8791,OMEGA SALES & AGRO INDUSTRIES,3W,2015,0,3W
8792,OMEGA SALES & AGRO INDUSTRIES,3W,2016,0,3W
8793,OMEGA SALES & AGRO INDUSTRIES,3W,2017,0,3W
8794,OMEGA SALES & AGRO INDUSTRIES,3W,2018,0,3W
8795,OMEGA SALES & AGRO INDUSTRIES,3W,2019,0,3W
8796,OMEGA SALES & AGRO INDUSTRIES,3W,2020,3,3W
8797,OMEGA SALES & AGRO INDUSTRIES,3W,2021,12,3W
8798,OMEGA SALES & AGRO INDUSTRIES,3W,2022,102,3W
8799,OMEGA SALES & AGRO INDUSTRIES,3W,2023,283,3W
8800,OMEGA SALES & AGRO INDUSTRIES,3W,2024,188,3W
8801,OMEGA SEIKI PVT LTD,3W,2015,0,3W
8802,OMEGA SEIKI PVT LTD,3W,2016,0,3W
8803,OMEGA SEIKI PVT LTD,3W,2017,0,3W
8804,OMEGA SEIKI PVT LTD,3W,2018,0,3W
8805,OMEGA SEIKI PVT LTD,3W,2019,0,3W
8806,OMEGA SEIKI PVT LTD,3W,2020,0,3W
8807,OMEGA SEIKI PVT LTD,3W,2021,317,3W
8808,OMEGA SEIKI PVT LTD,3W,2022,2785,3W
8809,OMEGA SEIKI PVT LTD,3W,2023,3579,3W
8810,OMEGA SEIKI PVT LTD,3W,2024,4592,3W
8811,OMEGA SEIKI PVT LTD,LMV,2015,0,4W
8812,OMEGA SEIKI PVT LTD,LMV,2016,0,4W
8813,OMEGA SEIKI PVT LTD,LMV,2017,0,4W
8814,OMEGA SEIKI PVT LTD,LMV,2018,0,4W
8815,OMEGA SEIKI PVT LTD,LMV,2019,0,4W
8816,OMEGA SEIKI PVT LTD,LMV,2020,0,4W
8817,OMEGA SEIKI PVT LTD,LMV,2021,32,4W
8818,OMEGA SEIKI PVT LTD,LMV,2022,146,4W
8819,OMEGA SEIKI PVT LTD,LMV,2023,102,4W
8820,OMEGA SEIKI PVT LTD,LMV,2024,61,4W
8821,OMJAY EV LIMITED,2W,2015,0,2W
8822,OMJAY EV LIMITED,2W,2016,0,2W
8823,OMJAY EV LIMITED,2W,2017,0,2W
8824,OMJAY EV LIMITED,2W,2018,0,2W
8825,OMJAY EV LIMITED,2W,2019,0,2W
8826,OMJAY EV LIMITED,2W,2020,0,2W
8827,OMJAY EV LIMITED,2W,2021,0,2W
8828,OMJAY EV LIMITED,2W,2022,172,2W
8829,OMJAY EV LIMITED,2W,2023,67,2W
8830,OMJAY EV LIMITED,2W,2024,13,2W
8831,ORIGINAL FUEL SYSTEM PVT LTD,2W,2015,0,2W
8832,ORIGINAL FUEL SYSTEM PVT LTD,2W,2016,0,2W
8833,ORIGINAL FUEL SYSTEM PVT LTD,2W,2017,0,2W
8834,ORIGINAL FUEL SYSTEM PVT LTD,2W,2018,1,2W
8835,ORIGINAL FUEL SYSTEM PVT LTD,2W,2019,0,2W
8836,ORIGINAL FUEL SYSTEM PVT LTD,2W,2020,0,2W
8837,ORIGINAL FUEL SYSTEM PVT LTD,2W,2021,0,2W
8838,ORIGINAL FUEL SYSTEM PVT LTD,2W,2022,0,2W
8839,ORIGINAL FUEL SYSTEM PVT LTD,2W,2023,0,2W
8840,ORIGINAL FUEL SYSTEM PVT LTD,2W,2024,0,2W
8841,ORIGINAL FUEL SYSTEM PVT LTD,3W,2015,0,3W
8842,ORIGINAL FUEL SYSTEM PVT LTD,3W,2016,0,3W
8843,ORIGINAL FUEL SYSTEM PVT LTD,3W,2017,15,3W
8844,ORIGINAL FUEL SYSTEM PVT LTD,3W,2018,22,3W
8845,ORIGINAL FUEL SYSTEM PVT LTD,3W,2019,0,3W
8846,ORIGINAL FUEL SYSTEM PVT LTD,3W,2020,0,3W
8847,ORIGINAL FUEL SYSTEM PVT LTD,3W,2021,0,3W
8848,ORIGINAL FUEL SYSTEM PVT LTD,3W,2022,0,3W
8849,ORIGINAL FUEL SYSTEM PVT LTD,3W,2023,0,3W
8850,ORIGINAL FUEL SYSTEM PVT LTD,3W,2024,0,3W
8851,OTHERS,2W,2015,110,2W
8852,OTHERS,2W,2016,136,2W
8853,OTHERS,2W,2017,382,2W
8854,OTHERS,2W,2018,1929,2W
8855,OTHERS,2W,2019,1576,2W
8856,OTHERS,2W,2020,933,2W
8857,OTHERS,2W,2021,8541,2W
8858,OTHERS,2W,2022,15099,2W
8859,OTHERS,2W,2023,195,2W
8860,OTHERS,2W,2024,4,2W
8861,OTHERS,3W,2015,1708,3W
8862,OTHERS,3W,2016,13401,3W
8863,OTHERS,3W,2017,15094,3W
8864,OTHERS,3W,2018,1687,3W
8865,OTHERS,3W,2019,312,3W
8866,OTHERS,3W,2020,199,3W
8867,OTHERS,3W,2021,777,3W
8868,OTHERS,3W,2022,2165,3W
8869,OTHERS,3W,2023,1435,3W
8870,OTHERS,3W,2024,174,3W
8871,OTHERS,LMV,2015,40,4W
8872,OTHERS,LMV,2016,66,4W
8873,OTHERS,LMV,2017,581,4W
8874,OTHERS,LMV,2018,560,4W
8875,OTHERS,LMV,2019,269,4W
8876,OTHERS,LMV,2020,13,4W
8877,OTHERS,LMV,2021,162,4W
8878,OTHERS,LMV,2022,431,4W
8879,OTHERS,LMV,2023,40,4W
8880,OTHERS,LMV,2024,84,4W
8881,OTHERS,MMV,2015,0,Other
8882,OTHERS,MMV,2016,1,Other
8883,OTHERS,MMV,2017,0,Other
8884,OTHERS,MMV,2018,2,Other
8885,OTHERS,MMV,2019,0,Other
8886,OTHERS,MMV,2020,0,Other
8887,OTHERS,MMV,2021,0,Other
8888,OTHERS,MMV,2022,0,Other
8889,OTHERS,MMV,2023,1,Other
8890,OTHERS,MMV,2024,1,Other
8891,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2015,0,2W
8892,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2016,0,2W
8893,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2017,0,2W
8894,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2018,0,2W
8895,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2019,0,2W
8896,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2020,0,2W
8897,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2021,0,2W
8898,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2022,93,2W
8899,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2023,351,2W
8900,OZOTEC AUTOMOBILE PRIVATE LIMITED,2W,2024,56,2W
8901,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2015,0,3W
8902,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2016,0,3W
8903,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2017,4,3W
8904,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2018,19,3W
8905,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2019,13,3W
8906,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2020,2,3W
8907,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2021,21,3W
8908,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2022,23,3W
8909,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2023,11,3W
8910,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3W,2024,0,3W
8911,PACE AGRO PRIVATE LIMITED,3W,2015,0,3W
8912,PACE AGRO PRIVATE LIMITED,3W,2016,0,3W
8913,PACE AGRO PRIVATE LIMITED,3W,2017,11,3W
8914,PACE AGRO PRIVATE LIMITED,3W,2018,138,3W
8915,PACE AGRO PRIVATE LIMITED,3W,2019,234,3W
8916,PACE AGRO PRIVATE LIMITED,3W,2020,115,3W
8917,PACE AGRO PRIVATE LIMITED,3W,2021,66,3W
8918,PACE AGRO PRIVATE LIMITED,3W,2022,46,3W
8919,PACE AGRO PRIVATE LIMITED,3W,2023,41,3W
8920,PACE AGRO PRIVATE LIMITED,3W,2024,11,3W
8921,PACE AGRO PRIVATE LIMITED,LMV,2015,0,4W
8922,PACE AGRO PRIVATE LIMITED,LMV,2016,0,4W
8923,PACE AGRO PRIVATE LIMITED,LMV,2017,0,4W
8924,PACE AGRO PRIVATE LIMITED,LMV,2018,1,4W
8925,PACE AGRO PRIVATE LIMITED,LMV,2019,0,4W
8926,PACE AGRO PRIVATE LIMITED,LMV,2020,0,4W
8927,PACE AGRO PRIVATE LIMITED,LMV,2021,0,4W
8928,PACE AGRO PRIVATE LIMITED,LMV,2022,0,4W
8929,PACE AGRO PRIVATE LIMITED,LMV,2023,0,4W
8930,PACE AGRO PRIVATE LIMITED,LMV,2024,0,4W
8931,PACE AGRO PVT LTD,3W,2015,0,3W
8932,PACE AGRO PVT LTD,3W,2016,0,3W
8933,PACE AGRO PVT LTD,3W,2017,29,3W
8934,PACE AGRO PVT LTD,3W,2018,44,3W
8935,PACE AGRO PVT LTD,3W,2019,3,3W
8936,PACE AGRO PVT LTD,3W,2020,0,3W
8937,PACE AGRO PVT LTD,3W,2021,0,3W
8938,PACE AGRO PVT LTD,3W,2022,0,3W
8939,PACE AGRO PVT LTD,3W,2023,0,3W
8940,PACE AGRO PVT LTD,3W,2024,0,3W
8941,PAL DIESAL PVT LTD,3W,2015,0,3W
8942,PAL DIESAL PVT LTD,3W,2016,0,3W
8943,PAL DIESAL PVT LTD,3W,2017,1,3W
8944,PAL DIESAL PVT LTD,3W,2018,0,3W
8945,PAL DIESAL PVT LTD,3W,2019,0,3W
8946,PAL DIESAL PVT LTD,3W,2020,0,3W
8947,PAL DIESAL PVT LTD,3W,2021,0,3W
8948,PAL DIESAL PVT LTD,3W,2022,0,3W
8949,PAL DIESAL PVT LTD,3W,2023,0,3W
8950,PAL DIESAL PVT LTD,3W,2024,0,3W
8951,PANSEN ENGINEERING INDIA PVT LTD,3W,2015,0,3W
8952,PANSEN ENGINEERING INDIA PVT LTD,3W,2016,0,3W
8953,PANSEN ENGINEERING INDIA PVT LTD,3W,2017,0,3W
8954,PANSEN ENGINEERING INDIA PVT LTD,3W,2018,0,3W
8955,PANSEN ENGINEERING INDIA PVT LTD,3W,2019,41,3W
8956,PANSEN ENGINEERING INDIA PVT LTD,3W,2020,57,3W
8957,PANSEN ENGINEERING INDIA PVT LTD,3W,2021,47,3W
8958,PANSEN ENGINEERING INDIA PVT LTD,3W,2022,0,3W
8959,PANSEN ENGINEERING INDIA PVT LTD,3W,2023,0,3W
8960,PANSEN ENGINEERING INDIA PVT LTD,3W,2024,0,3W
8961,PANTHER ELECTRIC VEHICLES,3W,2015,0,3W
8962,PANTHER ELECTRIC VEHICLES,3W,2016,0,3W
8963,PANTHER ELECTRIC VEHICLES,3W,2017,0,3W
8964,PANTHER ELECTRIC VEHICLES,3W,2018,0,3W
8965,PANTHER ELECTRIC VEHICLES,3W,2019,0,3W
8966,PANTHER ELECTRIC VEHICLES,3W,2020,2,3W
8967,PANTHER ELECTRIC VEHICLES,3W,2021,33,3W
8968,PANTHER ELECTRIC VEHICLES,3W,2022,66,3W
8969,PANTHER ELECTRIC VEHICLES,3W,2023,77,3W
8970,PANTHER ELECTRIC VEHICLES,3W,2024,23,3W
8971,PARAG AGRO,3W,2015,0,3W
8972,PARAG AGRO,3W,2016,0,3W
8973,PARAG AGRO,3W,2017,2,3W
8974,PARAG AGRO,3W,2018,0,3W
8975,PARAG AGRO,3W,2019,0,3W
8976,PARAG AGRO,3W,2020,0,3W
8977,PARAG AGRO,3W,2021,0,3W
8978,PARAG AGRO,3W,2022,0,3W
8979,PARAG AGRO,3W,2023,0,3W
8980,PARAG AGRO,3W,2024,0,3W
8981,PARAS INDUSTRIES,3W,2015,0,3W
8982,PARAS INDUSTRIES,3W,2016,0,3W
8983,PARAS INDUSTRIES,3W,2017,1,3W
8984,PARAS INDUSTRIES,3W,2018,0,3W
8985,PARAS INDUSTRIES,3W,2019,0,3W
8986,PARAS INDUSTRIES,3W,2020,6,3W
8987,PARAS INDUSTRIES,3W,2021,317,3W
8988,PARAS INDUSTRIES,3W,2022,1120,3W
8989,PARAS INDUSTRIES,3W,2023,3246,3W
8990,PARAS INDUSTRIES,3W,2024,1822,3W
8991,PARAS INDUSTRIES,LMV,2015,0,4W
8992,PARAS INDUSTRIES,LMV,2016,0,4W
8993,PARAS INDUSTRIES,LMV,2017,0,4W
8994,PARAS INDUSTRIES,LMV,2018,0,4W
8995,PARAS INDUSTRIES,LMV,2019,0,4W
8996,PARAS INDUSTRIES,LMV,2020,0,4W
8997,PARAS INDUSTRIES,LMV,2021,0,4W
8998,PARAS INDUSTRIES,LMV,2022,0,4W
8999,PARAS INDUSTRIES,LMV,2023,1,4W
9000,PARAS INDUSTRIES,LMV,2024,0,4W
9001,PARI E-VEHICLES,3W,2015,0,3W
9002,PARI E-VEHICLES,3W,2016,6,3W
9003,PARI E-VEHICLES,3W,2017,62,3W
9004,PARI E-VEHICLES,3W,2018,210,3W
9005,PARI E-VEHICLES,3W,2019,246,3W
9006,PARI E-VEHICLES,3W,2020,156,3W
9007,PARI E-VEHICLES,3W,2021,160,3W
9008,PARI E-VEHICLES,3W,2022,484,3W
9009,PARI E-VEHICLES,3W,2023,572,3W
9010,PARI E-VEHICLES,3W,2024,265,3W
9011,PARI METRO E RICKSHAW,3W,2015,0,3W
9012,PARI METRO E RICKSHAW,3W,2016,0,3W
9013,PARI METRO E RICKSHAW,3W,2017,0,3W
9014,PARI METRO E RICKSHAW,3W,2018,219,3W
9015,PARI METRO E RICKSHAW,3W,2019,286,3W
9016,PARI METRO E RICKSHAW,3W,2020,138,3W
9017,PARI METRO E RICKSHAW,3W,2021,301,3W
9018,PARI METRO E RICKSHAW,3W,2022,706,3W
9019,PARI METRO E RICKSHAW,3W,2023,904,3W
9020,PARI METRO E RICKSHAW,3W,2024,514,3W
9021,PARVEEN AUTO,3W,2015,0,3W
9022,PARVEEN AUTO,3W,2016,0,3W
9023,PARVEEN AUTO,3W,2017,0,3W
9024,PARVEEN AUTO,3W,2018,0,3W
9025,PARVEEN AUTO,3W,2019,285,3W
9026,PARVEEN AUTO,3W,2020,63,3W
9027,PARVEEN AUTO,3W,2021,181,3W
9028,PARVEEN AUTO,3W,2022,1,3W
9029,PARVEEN AUTO,3W,2023,65,3W
9030,PARVEEN AUTO,3W,2024,24,3W
9031,PASHUPATI NATH MOTORS PVT LTD,3W,2015,0,3W
9032,PASHUPATI NATH MOTORS PVT LTD,3W,2016,0,3W
9033,PASHUPATI NATH MOTORS PVT LTD,3W,2017,1,3W
9034,PASHUPATI NATH MOTORS PVT LTD,3W,2018,14,3W
9035,PASHUPATI NATH MOTORS PVT LTD,3W,2019,12,3W
9036,PASHUPATI NATH MOTORS PVT LTD,3W,2020,2,3W
9037,PASHUPATI NATH MOTORS PVT LTD,3W,2021,0,3W
9038,PASHUPATI NATH MOTORS PVT LTD,3W,2022,0,3W
9039,PASHUPATI NATH MOTORS PVT LTD,3W,2023,0,3W
9040,PASHUPATI NATH MOTORS PVT LTD,3W,2024,0,3W
9041,PASHUPATI VEHICLE PVT. LTD.,3W,2015,0,3W
9042,PASHUPATI VEHICLE PVT. LTD.,3W,2016,1,3W
9043,PASHUPATI VEHICLE PVT. LTD.,3W,2017,2,3W
9044,PASHUPATI VEHICLE PVT. LTD.,3W,2018,3,3W
9045,PASHUPATI VEHICLE PVT. LTD.,3W,2019,20,3W
9046,PASHUPATI VEHICLE PVT. LTD.,3W,2020,1,3W
9047,PASHUPATI VEHICLE PVT. LTD.,3W,2021,0,3W
9048,PASHUPATI VEHICLE PVT. LTD.,3W,2022,0,3W
9049,PASHUPATI VEHICLE PVT. LTD.,3W,2023,0,3W
9050,PASHUPATI VEHICLE PVT. LTD.,3W,2024,0,3W
9051,PASHUPATI VEHICLES PVT LTD,3W,2015,0,3W
9052,PASHUPATI VEHICLES PVT LTD,3W,2016,0,3W
9053,PASHUPATI VEHICLES PVT LTD,3W,2017,13,3W
9054,PASHUPATI VEHICLES PVT LTD,3W,2018,17,3W
9055,PASHUPATI VEHICLES PVT LTD,3W,2019,29,3W
9056,PASHUPATI VEHICLES PVT LTD,3W,2020,15,3W
9057,PASHUPATI VEHICLES PVT LTD,3W,2021,2,3W
9058,PASHUPATI VEHICLES PVT LTD,3W,2022,1,3W
9059,PASHUPATI VEHICLES PVT LTD,3W,2023,0,3W
9060,PASHUPATI VEHICLES PVT LTD,3W,2024,0,3W
9061,PATS MOTOR CORP,3W,2015,0,3W
9062,PATS MOTOR CORP,3W,2016,1,3W
9063,PATS MOTOR CORP,3W,2017,18,3W
9064,PATS MOTOR CORP,3W,2018,9,3W
9065,PATS MOTOR CORP,3W,2019,44,3W
9066,PATS MOTOR CORP,3W,2020,59,3W
9067,PATS MOTOR CORP,3W,2021,28,3W
9068,PATS MOTOR CORP,3W,2022,24,3W
9069,PATS MOTOR CORP,3W,2023,21,3W
9070,PATS MOTOR CORP,3W,2024,6,3W
9071,PCA AUTOMOBILES INDIA PVT LTD,LMV,2015,0,4W
9072,PCA AUTOMOBILES INDIA PVT LTD,LMV,2016,0,4W
9073,PCA AUTOMOBILES INDIA PVT LTD,LMV,2017,0,4W
9074,PCA AUTOMOBILES INDIA PVT LTD,LMV,2018,0,4W
9075,PCA AUTOMOBILES INDIA PVT LTD,LMV,2019,0,4W
9076,PCA AUTOMOBILES INDIA PVT LTD,LMV,2020,0,4W
9077,PCA AUTOMOBILES INDIA PVT LTD,LMV,2021,0,4W
9078,PCA AUTOMOBILES INDIA PVT LTD,LMV,2022,0,4W
9079,PCA AUTOMOBILES INDIA PVT LTD,LMV,2023,1950,4W
9080,PCA AUTOMOBILES INDIA PVT LTD,LMV,2024,916,4W
9081,PIAGGIO VEHICLES PVT LTD,2W,2015,3,2W
9082,PIAGGIO VEHICLES PVT LTD,2W,2016,7,2W
9083,PIAGGIO VEHICLES PVT LTD,2W,2017,4,2W
9084,PIAGGIO VEHICLES PVT LTD,2W,2018,0,2W
9085,PIAGGIO VEHICLES PVT LTD,2W,2019,0,2W
9086,PIAGGIO VEHICLES PVT LTD,2W,2020,0,2W
9087,PIAGGIO VEHICLES PVT LTD,2W,2021,0,2W
9088,PIAGGIO VEHICLES PVT LTD,2W,2022,0,2W
9089,PIAGGIO VEHICLES PVT LTD,2W,2023,0,2W
9090,PIAGGIO VEHICLES PVT LTD,2W,2024,0,2W
9091,PIAGGIO VEHICLES PVT LTD,3W,2015,5,3W
9092,PIAGGIO VEHICLES PVT LTD,3W,2016,4,3W
9093,PIAGGIO VEHICLES PVT LTD,3W,2017,3,3W
9094,PIAGGIO VEHICLES PVT LTD,3W,2018,11,3W
9095,PIAGGIO VEHICLES PVT LTD,3W,2019,1,3W
